date,cumulative_confirmed,population,country_name,subregion1_name,subregion2_name,aggregation_level
2021-08-03,49879,4244096,Indonesia,South Kalimantan,,1
2021-08-03,27720,3379302,Indonesia,Papua,,1
2021-08-03,,215285,Indonesia,Aceh,Aceh Selatan,2
2021-08-03,,235305,Indonesia,Aceh,Banda Aceh,2
2021-08-03,,178334,Indonesia,Aceh,Langsa,2
2021-08-03,,5715009,Indonesia,West Java,Bogor,2
2021-08-03,,2394873,Indonesia,West Java,Bandung,2
2021-08-03,,678027,Indonesia,West Java,Tasikmalaya,2
2021-08-03,,780000,Indonesia,East Java,Malang,2
2021-08-03,,626995,Indonesia,West Kalimantan,Sambas,2
2021-08-03,,226289,Indonesia,West Kalimantan,Melawi,2
2021-08-03,,237002,Indonesia,Riau Islands,Karimun,2
2021-08-03,,216466,Indonesia,South Kalimantan,Hulu Sungai Utara,2
2021-08-03,,249434,Indonesia,Central Kalimantan,Palangkaraya,2
2021-08-03,,103171,Indonesia,North Maluku,Tidore,2
2021-08-03,,395009,Indonesia,East Nusa Tenggara,Kupang Regency,2
2021-08-03,,205302,Indonesia,Papua,Puncak Jaya,2
2021-08-03,,303376,Indonesia,Papua,Mimika,2
2021-08-03,,33272,Indonesia,Papua,Mamberamo Raya,2
2021-08-03,,,Indonesia,West Papua,Sorong,2
2021-08-03,,61582,Indonesia,West Papua,Raja Ampat,2
2021-08-03,,39879,Indonesia,West Papua,Teluk Wondama,2
2021-08-03,,264084,Indonesia,Riau,Dumai,2
2021-08-03,,,Indonesia,North Sulawesi,Bolaang Mongondow,2
2021-08-03,,518695,Indonesia,West Sumatra,Agam,2
2021-08-03,,253299,Indonesia,West Sumatra,Pasaman,2
2021-08-03,,201328,Indonesia,West Sumatra,Dharmasraya,2
2021-08-03,,61427,Indonesia,West Sumatra,Sawahlunto,2
2021-08-03,,281020,Indonesia,South Sulawesi,Takalar,2
2021-08-03,,,Indonesia,South Sulawesi,Bone,2
2021-08-03,,290727,Indonesia,South Sulawesi,Luwu Timur,2
2021-08-03,,143590,Indonesia,West Sulawesi,Mamuju Tengah,2
2021-08-03,,208225,Indonesia,South Sumatra,Lubuklinggau,2
2021-08-03,,66020,Indonesia,Central Sulawesi,Banggai Laut,2
2021-08-03,,,Indonesia,North Sumatra,Tapanuli Utara,2
2021-08-03,,141780,Indonesia,North Sumatra,Samosir,2
2021-08-03,,346764,Indonesia,North Sumatra,Batubara,2
2021-08-03,,263062,Indonesia,North Sumatra,Padang Lawas Utara,2
2021-08-03,,417473,Indonesia,Yogyakarta,Kulon Progo,2
2021-08-03,618439,49316712,Indonesia,West Java,,1
2021-08-03,,126833,Indonesia,Aceh,Aceh Singkil,2
2021-08-03,,805883,Indonesia,Bali,Buleleng,2
2021-08-03,,274031,Indonesia,Bengkulu,Bengkulu Utara,2
2021-08-03,,106761,Indonesia,Bengkulu,Bengkulu Tengah,2
2021-08-03,,360495,Indonesia,Bengkulu,Bengkulu,2
2021-08-03,,157215,Indonesia,Gorontalo,Bone Bolango,2
2021-08-03,,,Indonesia,Jambi,Bungo,2
2021-08-03,,101325,Indonesia,Jambi,Sungai Penuh,2
2021-08-03,,586580,Indonesia,West Java,Cimahi,2
2021-08-03,,,Indonesia,East Java,Bondowoso,2
2021-08-03,,2207600,Indonesia,East Java,Sidoarjo,2
2021-08-03,,,Indonesia,East Java,Tuban,2
2021-08-03,,,Indonesia,East Java,Madiun,2
2021-08-03,,1835627,Indonesia,Central Java,Brebes,2
2021-08-03,,298383,Indonesia,West Kalimantan,Mempawah,2
2021-08-03,,412698,Indonesia,East Kalimantan,East Kutai,2
2021-08-03,,305633,Indonesia,South Kalimantan,Tanah Bumbu,2
2021-08-03,,121429,Indonesia,South Kalimantan,Balangan,2
2021-08-03,,692793,Indonesia,South Kalimantan,Banjarmasin,2
2021-08-03,,115604,Indonesia,Central Kalimantan,Murung Raya,2
2021-08-03,,542984,Indonesia,Lampung,Pesawaran,2
2021-08-03,,,Indonesia,Maluku,Kepulauan Tanimbar,2
2021-08-03,,203221,Indonesia,Maluku,Seram Bagian Barat,2
2021-08-03,,242352,Indonesia,North Maluku,Halmahera Selatan,2
2021-08-03,,122726,Indonesia,North Maluku,Kepulauan Sula,2
2021-08-03,,519078,Indonesia,West Nusa Tenggara,Bima,2
2021-08-03,,262909,Indonesia,Papua,Jayawijaya,2
2021-08-03,,152,Indonesia,Papua,Biak Numfor,2
2021-08-03,,35543,Indonesia,Papua,Sarmi,2
2021-08-03,,103373,Indonesia,Papua,Nduga,2
2021-08-03,,109961,Indonesia,Papua,Dogiyai,2
2021-08-03,,360571,Indonesia,Riau,Pelalawan,2
2021-08-03,,322843,Indonesia,Riau,Kuantan Singingi,2
2021-08-03,,64801,Indonesia,North Sulawesi,Bolaang Mongondow Selatan,2
2021-08-03,,218520,Indonesia,North Sulawesi,Bitung,2
2021-08-03,,,Indonesia,Southeast Sulawesi,Kolaka,2
2021-08-03,,,Indonesia,Southeast Sulawesi,Konawe,2
2021-08-03,,,Indonesia,South Sumatra,Ogan Komering Ulu,2
2021-08-03,,241173,Indonesia,Central Sulawesi,Sigi,2
2021-08-03,,,Indonesia,North Sumatra,Central Tapanuli,2
2021-08-03,,,Indonesia,North Sumatra,Simalungun,2
2021-08-03,,,Indonesia,North Sumatra,Labuhan Batu,2
2021-08-03,,314856,Indonesia,North Sumatra,Labuhanbatu Selatan,2
2021-08-03,,278055,Indonesia,North Sumatra,Pematangsiantar,2
2021-08-03,,137104,Indonesia,North Sumatra,Gunungsitoli,2
2021-08-03,,749447,Indonesia,Yogyakarta,Gunung Kidul,2
2021-08-03,8355,1202631,Indonesia,Gorontalo,,1
2021-08-03,,379429,Indonesia,Aceh,Aceh Besar,2
2021-08-03,,87558,Indonesia,Aceh,Simeulue,2
2021-08-03,,3584770,Indonesia,Banten,Tangerang,2
2021-08-03,,1644899,Indonesia,Banten,South Tangerang,2
2021-08-03,,141796,Indonesia,Gorontalo,Boalemo,2
2021-08-03,,352497,Indonesia,Jambi,Muaro Jambi,2
2021-08-03,,845689,Indonesia,West Java,Purwakarta,2
2021-08-03,,1710088,Indonesia,West Java,West Bandung,2
2021-08-03,,,Indonesia,East Java,Banyuwangi,2
2021-08-03,,,Indonesia,East Java,Sampang,2
2021-08-03,,186262,Indonesia,East Java,Pasuruan,2
2021-08-03,,929393,Indonesia,Central Java,Purbalingga,2
2021-08-03,,,Indonesia,Central Java,Purworejo,2
2021-08-03,,754141,Indonesia,Central Java,Temanggung,2
2021-08-03,,175288,Indonesia,Central Java,Salatiga,2
2021-08-03,,275789,Indonesia,Central Java,Tegal,2
2021-08-03,,28833,Indonesia,East Kalimantan,Mahakam Ulu,2
2021-08-03,,335677,Indonesia,South Kalimantan,Tanah Laut,2
2021-08-03,,,Indonesia,Maluku,Buru,2
2021-08-03,,163390,Indonesia,Papua,Nabire,2
2021-08-03,,109436,Indonesia,Papua,Paniai,2
2021-08-03,,43209,Indonesia,Papua,Mamberamo Tengah,2
2021-08-03,,22156,Indonesia,West Papua,Maybrat,2
2021-08-03,,140420,Indonesia,North Sulawesi,Sangihe,2
2021-08-03,,,Indonesia,Southeast Sulawesi,Muna Barat,2
2021-08-03,,,Indonesia,Central Sulawesi,Morowali,2
2021-08-03,,,Indonesia,North Sumatra,Langkat,2
2021-08-03,,1038554,Indonesia,North Sumatra,Asahan,2
2021-08-03,,225544,Indonesia,North Sumatra,Padang Sidempuan,2
2021-08-03,318702,39698631,Indonesia,East Java,,1
2021-08-03,121729,3721389,Indonesia,East Kalimantan,,1
2021-08-03,,426505,Indonesia,Aceh,Bireuen,2
2021-08-03,,261240,Indonesia,Bali,Bangli,2
2021-08-03,,834881,Indonesia,Bali,Denpasar,2
2021-08-03,,1401036,Indonesia,Banten,Serang,2
2021-08-03,,2436729,Indonesia,West Java,Sukabumi,2
2021-08-03,,949320,Indonesia,East Java,Ponorogo,2
2021-08-03,,,Indonesia,East Java,Trenggalek,2
2021-08-03,,,Indonesia,East Java,Bojonegoro,2
2021-08-03,,,Indonesia,East Java,Sumenep,2
2021-08-03,,124912,Indonesia,Central Java,Magelang,2
2021-08-03,,573809,Indonesia,West Kalimantan,Ketapang,2
2021-08-03,,398562,Indonesia,West Kalimantan,Sintang,2
2021-08-03,,392022,Indonesia,West Kalimantan,Landak,2
2021-08-03,,,Indonesia,Riau Islands,Lingga,2
2021-08-03,,108064,Indonesia,Central Kalimantan,Barito Timur,2
2021-08-03,,20842,Indonesia,North Kalimantan,Tana Tidung,2
2021-08-03,,408900,Indonesia,West Nusa Tenggara,Mataram,2
2021-08-03,,274758,Indonesia,East Nusa Tenggara,Ende,2
2021-08-03,,232951,Indonesia,East Nusa Tenggara,Sumba Timur,2
2021-08-03,,,Indonesia,Papua,Puncak,2
2021-08-03,,272349,Indonesia,West Papua,Sorong,2
2021-08-03,,513192,Indonesia,West Sumatra,Pesisir Selatan,2
2021-08-03,,600059,Indonesia,South Sumatra,Musi Banyuasin,2
2021-08-03,,797471,Indonesia,South Sumatra,Banyuasin,2
2021-08-03,,623048,Indonesia,South Sumatra,Ogan Komering Ulu Timur,2
2021-08-03,,288686,Indonesia,Central Sulawesi,Donggala,2
2021-08-03,,359350,Indonesia,Central Sulawesi,Palu,2
2021-08-03,,,Indonesia,North Sumatra,Dairi,2
2021-08-03,,,Indonesia,North Sumatra,Nias Selatan,2
2021-08-03,,422732,Indonesia,Yogyakarta,Yogyakarta City,2
2021-08-03,23571,5371532,Indonesia,Aceh,,1
2021-08-03,46126,2189653,Indonesia,Riau Islands,,1
2021-08-03,,152059,Indonesia,Aceh,Bener Meriah,2
2021-08-03,,180200,Indonesia,Aceh,Lhokseumawe,2
2021-08-03,,144418,Indonesia,Bengkulu,Kepahiang,2
2021-08-03,,323554,Indonesia,Jambi,Tebo,2
2021-08-03,,602187,Indonesia,Jambi,Jambi,2
2021-08-03,,,Indonesia,East Java,Nganjuk,2
2021-08-03,,,Indonesia,East Java,Ngawi,2
2021-08-03,,190184,Indonesia,East Java,Batu,2
2021-08-03,,914283,Indonesia,Jakarta,Central Jakarta,2
2021-08-03,,1029808,Indonesia,Riau Islands,Batam,2
2021-08-03,,216600,Indonesia,South Kalimantan,Banjarbaru,2
2021-08-03,,403684,Indonesia,Central Kalimantan,Kotawaringin Timur,2
2021-08-03,,150227,Indonesia,Central Kalimantan,Barito Utara,2
2021-08-03,,156216,Indonesia,Lampung,Pesisir Barat,2
2021-08-03,,276839,Indonesia,East Nusa Tenggara,Flores Timur,2
2021-08-03,,311568,Indonesia,East Nusa Tenggara,Sikka,2
2021-08-03,,,Indonesia,East Nusa Tenggara,Manggarai,2
2021-08-03,,156559,Indonesia,East Nusa Tenggara,Nagekeo,2
2021-08-03,,416313,Indonesia,Riau,Indragiri Hulu,2
2021-08-03,,,Indonesia,Southeast Sulawesi,Buton,2
2021-08-03,,331013,Indonesia,Southeast Sulawesi,Kendari,2
2021-08-03,,557758,Indonesia,South Sumatra,Muara Enim,2
2021-08-03,,418845,Indonesia,South Sumatra,Lahat,2
2021-08-03,,161952,Indonesia,South Sumatra,Penukal Abab Lematang Ilir,2
2021-08-03,,1452456,Indonesia,South Sumatra,Palembang,2
2021-08-03,,136244,Indonesia,South Sumatra,Pagar Alam,2
2021-08-03,,188082,Indonesia,South Sumatra,Prabumulih,2
2021-08-03,,,Indonesia,Central Sulawesi,Banggai,2
2021-08-03,,,Indonesia,Central Sulawesi,Buol,2
2021-08-03,,150464,Indonesia,Central Sulawesi,Tojo Una Una,2
2021-08-03,,,Indonesia,North Sumatra,Toba Regency,2
2021-08-03,,635362,Indonesia,North Sumatra,Serdang Bedagai,2
2021-08-03,,233933,Indonesia,North Sumatra,Padang Lawas,2
2021-08-03,,913407,Indonesia,Yogyakarta,Bantul,2
2021-08-03,73728,5441197,Indonesia,West Sumatra,,1
2021-08-03,8721,1380256,Indonesia,West Sulawesi,,1
2021-08-03,,619407,Indonesia,Aceh,Aceh Utara,2
2021-08-03,,165269,Indonesia,Aceh,Nagan Raya,2
2021-08-03,,,Indonesia,Bangka Belitung Islands,Bangka,2
2021-08-03,,163407,Indonesia,Bangka Belitung Islands,Bangka Selatan,2
2021-08-03,,165021,Indonesia,Bangka Belitung Islands,Bangka Tengah,2
2021-08-03,,2237006,Indonesia,Banten,Tangerang,2
2021-08-03,,,Indonesia,Jambi,Sarolangun,2
2021-08-03,,1538100,Indonesia,West Java,Subang,2
2021-08-03,,2381053,Indonesia,West Java,Bekasi,2
2021-08-03,,676703,Indonesia,East Java,Situbondo,2
2021-08-03,,,Indonesia,East Java,Madiun,2
2021-08-03,,252000,Indonesia,East Java,Kediri,2
2021-08-03,,983682,Indonesia,Central Java,Banjarnegara,2
2021-08-03,,1141236,Indonesia,Central Java,Jepara,2
2021-08-03,,598043,Indonesia,East Kalimantan,Balikpapan,2
2021-08-03,,230847,Indonesia,South Kalimantan,Tabalong,2
2021-08-03,,50651,Indonesia,Central Kalimantan,Sukamara,2
2021-08-03,,125870,Indonesia,North Kalimantan,Bulungan,2
2021-08-03,,1166761,Indonesia,Lampung,Bandar Lampung,2
2021-08-03,,418510,Indonesia,Maluku,Maluku Tengah,2
2021-08-03,,204215,Indonesia,North Maluku,Ternate,2
2021-08-03,,211051,Indonesia,West Nusa Tenggara,Dompu,2
2021-08-03,,,Indonesia,East Nusa Tenggara,Timor Tengah Selatan,2
2021-08-03,,138557,Indonesia,East Nusa Tenggara,Rote Ndao,2
2021-08-03,,253319,Indonesia,East Nusa Tenggara,Manggarai Barat,2
2021-08-03,,,Indonesia,Papua,Pegunungan Bintang,2
2021-08-03,,52527,Indonesia,Papua,Boven Digoel,2
2021-08-03,,19104,Indonesia,Papua,Supiori,2
2021-08-03,,83072,Indonesia,West Papua,Fakfak,2
2021-08-03,,,Indonesia,West Papua,Pegunungan Arfak,2
2021-08-03,,365920,Indonesia,West Sumatra,Lima Puluh Kota,2
2021-08-03,,112045,Indonesia,Southeast Sulawesi,Buton Tengah,2
2021-08-03,,205774,Indonesia,West Sulawesi,Pasangkayu,2
2021-08-03,,715345,Indonesia,South Sumatra,Ogan Komering Ilir,2
2021-08-03,,191856,Indonesia,North Sumatra,Humbang Hasundutan,2
2021-08-03,,2210625,Indonesia,North Sumatra,Medan,2
2021-08-03,,1063448,Indonesia,Yogyakarta,Sleman,2
2021-08-03,,218007,Indonesia,Aceh,Aceh Tenggara,2
2021-08-03,,281756,Indonesia,Aceh,Aceh Tamiang,2
2021-08-03,,,Indonesia,Bangka Belitung Islands,Pangkal Pinang,2
2021-08-03,,387543,Indonesia,Banten,Cilegon,2
2021-08-03,,,Indonesia,Gorontalo,Gorontalo,2
2021-08-03,,2256589,Indonesia,West Java,Cianjur,2
2021-08-03,,2184025,Indonesia,West Java,Garut,2
2021-08-03,,1200924,Indonesia,West Java,Ciamis,2
2021-08-03,,2330333,Indonesia,West Java,Depok,2
2021-08-03,,,Indonesia,East Java,Magetan,2
2021-08-03,,1800474,Indonesia,Central Java,Cilacap,2
2021-08-03,,972794,Indonesia,Central Java,Boyolali,2
2021-08-03,,205866,Indonesia,West Kalimantan,Sekadau,2
2021-08-03,,230376,Indonesia,West Kalimantan,Singkawang,2
2021-08-03,,652273,Indonesia,East Kalimantan,Kutai Kartanegara,2
2021-08-03,,,Indonesia,East Kalimantan,Samarinda,2
2021-08-03,,170826,Indonesia,South Kalimantan,Tapin,2
2021-08-03,,122219,Indonesia,Central Kalimantan,Pulang Pisau,2
2021-08-03,,71912,Indonesia,North Kalimantan,Malinau,2
2021-08-03,,168532,Indonesia,North Kalimantan,Nunukan,2
2021-08-03,,1259289,Indonesia,Lampung,Lampung Selatan,2
2021-08-03,,878263,Indonesia,Lampung,Lampung Utara,2
2021-08-03,,130137,Indonesia,North Maluku,Halmahera Barat,2
2021-08-03,,186299,Indonesia,North Maluku,Halmahera Utara,2
2021-08-03,,207283,Indonesia,East Nusa Tenggara,Alor,2
2021-08-03,,162721,Indonesia,East Nusa Tenggara,Ngada,2
2021-08-03,,722328,Indonesia,Riau,Kampar,2
2021-08-03,,557368,Indonesia,Riau,Rokan Hulu,2
2021-08-03,,203703,Indonesia,Riau,Kepulauan Meranti,2
2021-08-03,,457861,Indonesia,West Sumatra,Padang Pariaman,2
2021-08-03,,58753,Indonesia,Southeast Sulawesi,Buton Utara,2
2021-08-03,,746735,Indonesia,South Sulawesi,Gowa,2
2021-08-03,,168746,Indonesia,South Sulawesi,Barru,2
2021-08-03,,475610,Indonesia,South Sulawesi,Wajo,2
2021-08-03,,352845,Indonesia,South Sulawesi,Luwu Utara,2
2021-08-03,,200977,Indonesia,West Sulawesi,Mamasa,2
2021-08-03,,2114627,Indonesia,North Sumatra,Deli Serdang,2
2021-08-03,393535,34718204,Indonesia,Central Java,,1
2021-08-03,26962,5069127,Indonesia,West Kalimantan,,1
2021-08-03,10144,1255771,Indonesia,North Maluku,,1
2021-08-03,41010,5456203,Indonesia,East Nusa Tenggara,,1
2021-08-03,100868,6971745,Indonesia,Riau,,1
2021-08-03,63785,14562549,Indonesia,North Sumatra,,1
2021-08-03,,310596,Indonesia,Bali,Jembrana,2
2021-08-03,,613356,Indonesia,Banten,Serang,2
2021-08-03,,122124,Indonesia,Gorontalo,Gorontalo Utara,2
2021-08-03,,1193725,Indonesia,West Java,Majalengka,2
2021-08-03,,2529126,Indonesia,Jakarta,West Jakarta,2
2021-08-03,,1261661,Indonesia,Central Java,Magelang,2
2021-08-03,,1385254,Indonesia,Central Java,Tegal,2
2021-08-03,,201635,Indonesia,North Kalimantan,Tarakan,2
2021-08-03,,1448848,Indonesia,Lampung,Lampung Tengah,2
2021-08-03,,,Indonesia,Lampung,Tulang Bawang,2
2021-08-03,,1105225,Indonesia,Lampung,Lampung Timur,2
2021-08-03,,61376,Indonesia,North Maluku,Pulau Taliabu,2
2021-08-03,,132130,Indonesia,West Nusa Tenggara,Sumbawa Barat,2
2021-08-03,,226524,Indonesia,Papua,Tolikara,2
2021-08-03,,31400,Indonesia,Papua,Waropen,2
2021-08-03,,100182,Indonesia,Papua,Mappi,2
2021-08-03,,,Indonesia,West Papua,Manokwari Selatan,2
2021-08-03,,522125,Indonesia,Riau,Bengkalis,2
2021-08-03,,80521,Indonesia,West Sumatra,Kepulauan Mentawai,2
2021-08-03,,52422,Indonesia,West Sumatra,Padang Panjang,2
2021-08-03,,434731,Indonesia,South Sulawesi,Bulukumba,2
2021-08-03,,192568,Indonesia,South Sulawesi,Bantaeng,2
2021-08-03,,358042,Indonesia,South Sulawesi,Pangkajene Islands,2
2021-08-03,,164107,Indonesia,West Sulawesi,Majene,2
2021-08-03,,,Indonesia,North Sumatra,Karo,2
2021-08-03,20357,5013687,Indonesia,West Nusa Tenggara,,1
2021-08-03,,485377,Indonesia,Bali,Gianyar,2
2021-08-03,,204790,Indonesia,Bengkulu,Seluma,2
2021-08-03,,1133671,Indonesia,Banten,Lebak,2
2021-08-03,,231819,Indonesia,Jambi,Kerinci,2
2021-08-03,,1112465,Indonesia,West Java,Kuningan,2
2021-08-03,,395725,Indonesia,West Java,Pangandaran,2
2021-08-03,,320970,Indonesia,West Java,Sukabumi,2
2021-08-03,,132018,Indonesia,East Java,Blitar,2
2021-08-03,,1259732,Indonesia,Central Java,Pati,2
2021-08-03,,801768,Indonesia,Central Java,Kudus,2
2021-08-03,,1099078,Indonesia,Central Java,Demak,2
2021-08-03,,762278,Indonesia,Central Java,Batang,2
2021-08-03,,911277,Indonesia,Central Java,Pekalongan,2
2021-08-03,,1457090,Indonesia,Central Java,Pemalang,2
2021-08-03,,298386,Indonesia,Central Java,Pekalongan,2
2021-08-03,,234192,Indonesia,West Kalimantan,Kapuas Hulu,2
2021-08-03,,596669,Indonesia,West Kalimantan,Kubu Raya,2
2021-08-03,,618388,Indonesia,West Kalimantan,Pontianak,2
2021-08-03,,156133,Indonesia,East Kalimantan,West Kutai,2
2021-08-03,,,Indonesia,Riau Islands,Kepulauan Anambas,2
2021-08-03,,82955,Indonesia,Maluku,Tual,2
2021-08-03,,,Indonesia,North Maluku,Morotai Island,2
2021-08-03,,,Indonesia,West Nusa Tenggara,Sumbawa,2
2021-08-03,,247812,Indonesia,East Nusa Tenggara,Timor Tengah Utara,2
2021-08-03,,91194,Indonesia,East Nusa Tenggara,Sabu Raijua,2
2021-08-03,,,Indonesia,North Sulawesi,Talaud Islands,2
2021-08-03,,251519,Indonesia,South Sulawesi,Soppeng,2
2021-08-03,,129542,Indonesia,South Sulawesi,Parepare,2
2021-08-03,21167,3624579,Indonesia,Jambi,,1
2021-08-03,820333,10557810,Indonesia,Jakarta,,1
2021-08-03,35633,2714000,Indonesia,Central Kalimantan,,1
2021-08-03,13541,1802870,Indonesia,Maluku,,1
2021-08-03,24824,3054023,Indonesia,Central Sulawesi,,1
2021-08-03,,82981,Indonesia,Aceh,Aceh Jaya,2
2021-08-03,,211862,Indonesia,Bali,Klungkung,2
2021-08-03,,123236,Indonesia,Bengkulu,Kaur,2
2021-08-03,,136448,Indonesia,Gorontalo,Pohuwato,2
2021-08-03,,219632,Indonesia,Jambi,Tanjung Jabung Timur,2
2021-08-03,,1640647,Indonesia,West Java,Tasikmalaya,2
2021-08-03,,1898273,Indonesia,West Java,Karawang,2
2021-08-03,,,Indonesia,East Java,Pacitan,2
2021-08-03,,,Indonesia,East Java,Kediri,2
2021-08-03,,1041557,Indonesia,Central Java,Wonogiri,2
2021-08-03,,453212,Indonesia,Lampung,Pringsewu,2
2021-08-03,,,Indonesia,East Nusa Tenggara,Sumba Barat,2
2021-08-03,,230436,Indonesia,North Sulawesi,Minahasa Selatan,2
2021-08-03,,461636,Indonesia,North Sulawesi,Manado,2
2021-08-03,,125608,Indonesia,West Sumatra,Payakumbuh,2
2021-08-03,,65116,Indonesia,Southeast Sulawesi,Konawe Utara,2
2021-08-03,34999,1488792,Indonesia,Bangka Belitung Islands,,1
2021-08-03,18773,1991838,Indonesia,Bengkulu,,1
2021-08-03,22681,742245,Indonesia,North Kalimantan,,1
2021-08-03,25327,2506981,Indonesia,North Sulawesi,,1
2021-08-03,,146453,Indonesia,Aceh,Aceh Barat Daya,2
2021-08-03,,169458,Indonesia,Bengkulu,Mukomuko,2
2021-08-03,,1017838,Indonesia,East Java,Lumajang,2
2021-08-03,,24155,Indonesia,Jakarta,Thousand Islands,2
2021-08-03,,2871660,Indonesia,Jakarta,East Jakarta,2
2021-08-03,,1273881,Indonesia,Central Java,Klaten,2
2021-08-03,,120443,Indonesia,West Kalimantan,Kayong Utara,2
2021-08-03,,71448,Indonesia,Riau Islands,Natuna,2
2021-08-03,,314598,Indonesia,South Kalimantan,Kotabaru,2
2021-08-03,,531708,Indonesia,South Kalimantan,Banjar,2
2021-08-03,,70052,Indonesia,Central Kalimantan,Lamandau,2
2021-08-03,,136060,Indonesia,Central Kalimantan,Gunung Mas,2
2021-08-03,,1279949,Indonesia,West Nusa Tenggara,Lombok Timur,2
2021-08-03,,228092,Indonesia,West Nusa Tenggara,Lombok Utara,2
2021-08-03,,186998,Indonesia,East Nusa Tenggara,Malaka,2
2021-08-03,,219438,Indonesia,Papua,Merauke,2
2021-08-03,,309807,Indonesia,Papua,Yahukimo,2
2021-08-03,,413283,Indonesia,Papua,Jayapura,2
2021-08-03,,610067,Indonesia,Riau,Indragiri Hilir,2
2021-08-03,,115834,Indonesia,North Sulawesi,Minahasa Tenggara,2
2021-08-03,,914970,Indonesia,West Sumatra,Padang,2
2021-08-03,,113326,Indonesia,West Sumatra,Bukittinggi,2
2021-08-03,,,Indonesia,Southeast Sulawesi,Muna,2
2021-08-03,,103856,Indonesia,Southeast Sulawesi,Kolaka Timur,2
2021-08-03,,405493,Indonesia,South Sulawesi,Jeneponto,2
2021-08-03,,395081,Indonesia,South Sulawesi,Maros,2
2021-08-03,,180130,Indonesia,South Sulawesi,Palopo,2
2021-08-03,,513180,Indonesia,West Sulawesi,Polewali Mandar,2
2021-08-03,116479,12927316,Indonesia,Banten,,1
2021-08-03,,186008,Indonesia,Aceh,Aceh Barat,2
2021-08-03,,93136,Indonesia,Aceh,Gayo Lues,2
2021-08-03,,,Indonesia,Bangka Belitung Islands,Belitung,2
2021-08-03,,,Indonesia,Bangka Belitung Islands,Belitung Timur,2
2021-08-03,,268569,Indonesia,Bengkulu,Rejang Lebong,2
2021-08-03,,1139061,Indonesia,Banten,Pandeglang,2
2021-08-03,,3657701,Indonesia,West Java,Bandung,2
2021-08-03,,1830607,Indonesia,West Java,Indramayu,2
2021-08-03,,,Indonesia,East Java,Blitar,2
2021-08-03,,2430185,Indonesia,East Java,Jember,2
2021-08-03,,,Indonesia,East Java,Pamekasan,2
2021-08-03,,303193,Indonesia,South Kalimantan,Barito Kuala,2
2021-08-03,,241059,Indonesia,Central Kalimantan,Kotawaringin Barat,2
2021-08-03,,144302,Indonesia,Central Kalimantan,Katingan,2
2021-08-03,,634643,Indonesia,Lampung,Tanggamus,2
2021-08-03,,57723,Indonesia,Maluku,Maluku Barat Daya,2
2021-08-03,,131083,Indonesia,East Nusa Tenggara,Lembata,2
2021-08-03,,106827,Indonesia,Papua,Yapen Islands,2
2021-08-03,,60082,Indonesia,West Papua,Kaimana,2
2021-08-03,,,Indonesia,West Sumatra,Solok,2
2021-08-03,,361910,Indonesia,West Sumatra,Tanah Datar,2
2021-08-03,,107898,Indonesia,Southeast Sulawesi,Wakatobi,2
2021-08-03,,33429,Indonesia,Southeast Sulawesi,Konawe Kepulauan,2
2021-08-03,,1651146,Indonesia,South Sulawesi,Makassar,2
2021-08-03,,,Indonesia,West Sulawesi,Mamuju,2
2021-08-03,,322184,Indonesia,South Sumatra,Empat Lawang,2
2021-08-03,,238400,Indonesia,Central Sulawesi,Poso,2
2021-08-03,,,Indonesia,North Sumatra,Mandailing Natal,2
2021-08-03,3496700,273523621,Indonesia,,,0
2021-08-03,79915,4336000,Indonesia,Bali,,1
2021-08-03,19112,959617,Indonesia,West Papua,,1
2021-08-03,122147,3842932,Indonesia,Yogyakarta,,1
2021-08-03,,153313,Indonesia,Aceh,Pidie Jaya,2
2021-08-03,,457765,Indonesia,Bali,Tabanan,2
2021-08-03,,,Indonesia,Bangka Belitung Islands,Bangka Barat,2
2021-08-03,,329077,Indonesia,Jambi,Merangin,2
2021-08-03,,305114,Indonesia,Jambi,Batanghari,2
2021-08-03,,2227390,Indonesia,Jakarta,South Jakarta,2
2021-08-03,,1707474,Indonesia,Central Java,Banyumas,2
2021-08-03,,1197982,Indonesia,Central Java,Kebumen,2
2021-08-03,,1411662,Indonesia,Central Java,Grobogan,2
2021-08-03,,280364,Indonesia,West Kalimantan,Bengkayang,2
2021-08-03,,240048,Indonesia,East Kalimantan,Paser,2
2021-08-03,,157711,Indonesia,East Kalimantan,Penajam North Paser,2
2021-08-03,,142382,Indonesia,Riau Islands,Bintan,2
2021-08-03,,251039,Indonesia,Lampung,Tulang Bawang Barat,2
2021-08-03,,1027534,Indonesia,West Nusa Tenggara,Lombok Tengah,2
2021-08-03,,300671,Indonesia,East Nusa Tenggara,Sumba Barat Daya,2
2021-08-03,,162199,Indonesia,Papua,Jayapura,2
2021-08-03,,58717,Indonesia,West Papua,Sorong Selatan,2
2021-08-03,,407093,Indonesia,Riau,Siak,2
2021-08-03,,120597,Indonesia,North Sulawesi,Kotamobagu,2
2021-08-03,,255535,Indonesia,South Sulawesi,Sinjai,2
2021-08-03,,407057,Indonesia,South Sulawesi,Pinrang,2
2021-08-03,,405714,Indonesia,South Sumatra,Ogan Komering Ulu Selatan,2
2021-08-03,,428148,Indonesia,South Sumatra,Ogan Ilir,2
2021-08-03,,111412,Indonesia,Central Sulawesi,Banggai Kepulauan,2
2021-08-03,,,Indonesia,North Sumatra,Pakpak Bharat,2
