date,cumulative_confirmed,population,country_name,subregion1_name,subregion2_name,aggregation_level
2021-07-27,,1261661,Indonesia,Central Java,Magelang,2
2021-07-27,,1259732,Indonesia,Central Java,Pati,2
2021-07-27,,175288,Indonesia,Central Java,Salatiga,2
2021-07-27,,298386,Indonesia,Central Java,Pekalongan,2
2021-07-27,,226289,Indonesia,West Kalimantan,Melawi,2
2021-07-27,,237002,Indonesia,Riau Islands,Karimun,2
2021-07-27,,122726,Indonesia,North Maluku,Kepulauan Sula,2
2021-07-27,,262909,Indonesia,Papua,Jayawijaya,2
2021-07-27,,163390,Indonesia,Papua,Nabire,2
2021-07-27,,,Indonesia,West Papua,Sorong,2
2021-07-27,,264084,Indonesia,Riau,Dumai,2
2021-07-27,,81973,Indonesia,North Sulawesi,Bolaang Mongondow Timur,2
2021-07-27,,424559,Indonesia,West Sumatra,Pasaman Barat,2
2021-07-27,,,Indonesia,Southeast Sulawesi,Muna,2
2021-07-27,,133529,Indonesia,South Sulawesi,Selayar Islands,2
2021-07-27,,281020,Indonesia,South Sulawesi,Takalar,2
2021-07-27,,,Indonesia,North Sumatra,Karo,2
2021-07-27,,314856,Indonesia,North Sumatra,Labuhanbatu Selatan,2
2021-07-27,,90395,Indonesia,North Sumatra,Nias Barat,2
2021-07-27,,2210625,Indonesia,North Sumatra,Medan,2
2021-07-27,42604,8470683,Indonesia,South Sumatra,,1
2021-07-27,,180200,Indonesia,Aceh,Lhokseumawe,2
2021-07-27,,136448,Indonesia,Gorontalo,Pohuwato,2
2021-07-27,,2381053,Indonesia,West Java,Bekasi,2
2021-07-27,,,Indonesia,East Java,Pacitan,2
2021-07-27,,,Indonesia,East Java,Blitar,2
2021-07-27,,2576596,Indonesia,East Java,Malang,2
2021-07-27,,676703,Indonesia,East Java,Situbondo,2
2021-07-27,,,Indonesia,East Java,Gresik,2
2021-07-27,,,Indonesia,East Java,Bangkalan,2
2021-07-27,,1800474,Indonesia,Central Java,Cilacap,2
2021-07-27,,762278,Indonesia,Central Java,Batang,2
2021-07-27,,911277,Indonesia,Central Java,Pekalongan,2
2021-07-27,,141344,Indonesia,Central Kalimantan,Seruyan,2
2021-07-27,,,Indonesia,Lampung,Tulang Bawang,2
2021-07-27,,1166761,Indonesia,Lampung,Bandar Lampung,2
2021-07-27,,61376,Indonesia,North Maluku,Pulau Taliabu,2
2021-07-27,,232951,Indonesia,East Nusa Tenggara,Sumba Timur,2
2021-07-27,,46109,Indonesia,Papua,Deiyai,2
2021-07-27,,61582,Indonesia,West Papua,Raja Ampat,2
2021-07-27,,60082,Indonesia,West Papua,Kaimana,2
2021-07-27,,140420,Indonesia,North Sulawesi,Sangihe,2
2021-07-27,,,Indonesia,Southeast Sulawesi,Konawe,2
2021-07-27,,192568,Indonesia,South Sulawesi,Bantaeng,2
2021-07-27,,180130,Indonesia,South Sulawesi,Palopo,2
2021-07-27,,200977,Indonesia,West Sulawesi,Mamasa,2
2021-07-27,,428148,Indonesia,South Sumatra,Ogan Ilir,2
2021-07-27,,,Indonesia,Central Sulawesi,Banggai,2
2021-07-27,,233933,Indonesia,North Sumatra,Padang Lawas,2
2021-07-27,,269053,Indonesia,North Sumatra,Binjai,2
2021-07-27,32316,8447737,Indonesia,Lampung,,1
2021-07-27,90670,6971745,Indonesia,Riau,,1
2021-07-27,,418189,Indonesia,Aceh,Aceh Timur,2
2021-07-27,,169458,Indonesia,Bengkulu,Mukomuko,2
2021-07-27,,1644899,Indonesia,Banten,South Tangerang,2
2021-07-27,,,Indonesia,Gorontalo,Gorontalo,2
2021-07-27,,329077,Indonesia,Jambi,Merangin,2
2021-07-27,,219632,Indonesia,Jambi,Tanjung Jabung Timur,2
2021-07-27,,2330333,Indonesia,West Java,Depok,2
2021-07-27,,223159,Indonesia,East Java,Probolinggo,2
2021-07-27,,190184,Indonesia,East Java,Batu,2
2021-07-27,,1411662,Indonesia,Central Java,Grobogan,2
2021-07-27,,801768,Indonesia,Central Java,Kudus,2
2021-07-27,,124912,Indonesia,Central Java,Magelang,2
2021-07-27,,230376,Indonesia,West Kalimantan,Singkawang,2
2021-07-27,,144302,Indonesia,Central Kalimantan,Katingan,2
2021-07-27,,70052,Indonesia,Central Kalimantan,Lamandau,2
2021-07-27,,122219,Indonesia,Central Kalimantan,Pulang Pisau,2
2021-07-27,,161799,Indonesia,Lampung,Metro,2
2021-07-27,,,Indonesia,Maluku,Maluku Tenggara,2
2021-07-27,,91194,Indonesia,East Nusa Tenggara,Sabu Raijua,2
2021-07-27,,,Indonesia,North Sulawesi,Bolaang Mongondow,2
2021-07-27,,302989,Indonesia,Southeast Sulawesi,Konawe Selatan,2
2021-07-27,,92664,Indonesia,Southeast Sulawesi,Buton Selatan,2
2021-07-27,,255535,Indonesia,South Sulawesi,Sinjai,2
2021-07-27,,168746,Indonesia,South Sulawesi,Barru,2
2021-07-27,,,Indonesia,West Sulawesi,Mamuju,2
2021-07-27,,,Indonesia,South Sumatra,Ogan Komering Ulu,2
2021-07-27,,,Indonesia,South Sumatra,Musi Rawas,2
2021-07-27,,600059,Indonesia,South Sumatra,Musi Banyuasin,2
2021-07-27,,797471,Indonesia,South Sumatra,Banyuasin,2
2021-07-27,,288686,Indonesia,Central Sulawesi,Donggala,2
2021-07-27,,1063448,Indonesia,Yogyakarta,Sleman,2
2021-07-27,30970,1488792,Indonesia,Bangka Belitung Islands,,1
2021-07-27,33258,2714000,Indonesia,Central Kalimantan,,1
2021-07-27,20137,3054023,Indonesia,Central Sulawesi,,1
2021-07-27,110177,3842932,Indonesia,Yogyakarta,,1
2021-07-27,,619407,Indonesia,Aceh,Aceh Utara,2
2021-07-27,,126833,Indonesia,Aceh,Aceh Singkil,2
2021-07-27,,153313,Indonesia,Aceh,Pidie Jaya,2
2021-07-27,,106761,Indonesia,Bengkulu,Bengkulu Tengah,2
2021-07-27,,1193725,Indonesia,West Java,Majalengka,2
2021-07-27,,1898273,Indonesia,West Java,Karawang,2
2021-07-27,,3500023,Indonesia,West Java,Bekasi,2
2021-07-27,,132018,Indonesia,East Java,Blitar,2
2021-07-27,,280364,Indonesia,West Kalimantan,Bengkayang,2
2021-07-27,,207564,Indonesia,East Kalimantan,Berau,2
2021-07-27,,71448,Indonesia,Riau Islands,Natuna,2
2021-07-27,,,Indonesia,Riau Islands,Kepulauan Anambas,2
2021-07-27,,1448848,Indonesia,Lampung,Lampung Tengah,2
2021-07-27,,418510,Indonesia,Maluku,Maluku Tengah,2
2021-07-27,,,Indonesia,Maluku,Kepulauan Tanimbar,2
2021-07-27,,82955,Indonesia,Maluku,Tual,2
2021-07-27,,,Indonesia,West Nusa Tenggara,Sumbawa,2
2021-07-27,,300671,Indonesia,East Nusa Tenggara,Sumba Barat Daya,2
2021-07-27,,433970,Indonesia,East Nusa Tenggara,Kupang,2
2021-07-27,,113326,Indonesia,West Sumatra,Bukittinggi,2
2021-07-27,,164107,Indonesia,West Sulawesi,Majene,2
2021-07-27,,623048,Indonesia,South Sumatra,Ogan Komering Ulu Timur,2
2021-07-27,,,Indonesia,Central Sulawesi,Buol,2
2021-07-27,,,Indonesia,North Sumatra,Nias Selatan,2
2021-07-27,,191856,Indonesia,North Sumatra,Humbang Hasundutan,2
2021-07-27,286594,39698631,Indonesia,East Java,,1
2021-07-27,109815,3721389,Indonesia,East Kalimantan,,1
2021-07-27,13152,1802870,Indonesia,Maluku,,1
2021-07-27,,163407,Indonesia,Bangka Belitung Islands,Bangka Selatan,2
2021-07-27,,613356,Indonesia,Banten,Serang,2
2021-07-27,,,Indonesia,Jambi,Sarolangun,2
2021-07-27,,602187,Indonesia,Jambi,Jambi,2
2021-07-27,,1538100,Indonesia,West Java,Subang,2
2021-07-27,,395725,Indonesia,West Java,Pangandaran,2
2021-07-27,,,Indonesia,East Java,Nganjuk,2
2021-07-27,,252000,Indonesia,East Java,Kediri,2
2021-07-27,,24155,Indonesia,Jakarta,Thousand Islands,2
2021-07-27,,914283,Indonesia,Jakarta,Central Jakarta,2
2021-07-27,,885200,Indonesia,Central Java,Sukoharjo,2
2021-07-27,,598043,Indonesia,East Kalimantan,Balikpapan,2
2021-07-27,,,Indonesia,East Kalimantan,Samarinda,2
2021-07-27,,161413,Indonesia,East Kalimantan,Bontang,2
2021-07-27,,531708,Indonesia,South Kalimantan,Banjar,2
2021-07-27,,170826,Indonesia,South Kalimantan,Tapin,2
2021-07-27,,246222,Indonesia,South Kalimantan,Hulu Sungai Tengah,2
2021-07-27,,168532,Indonesia,North Kalimantan,Nunukan,2
2021-07-27,,186299,Indonesia,North Maluku,Halmahera Utara,2
2021-07-27,,247812,Indonesia,East Nusa Tenggara,Timor Tengah Utara,2
2021-07-27,,162721,Indonesia,East Nusa Tenggara,Ngada,2
2021-07-27,,156559,Indonesia,East Nusa Tenggara,Nagekeo,2
2021-07-27,,413283,Indonesia,Papua,Jayapura,2
2021-07-27,,22156,Indonesia,West Papua,Maybrat,2
2021-07-27,,58753,Indonesia,Southeast Sulawesi,Buton Utara,2
2021-07-27,,,Indonesia,Southeast Sulawesi,Muna Barat,2
2021-07-27,,143590,Indonesia,West Sulawesi,Mamuju Tengah,2
2021-07-27,,188082,Indonesia,South Sumatra,Prabumulih,2
2021-07-27,,,Indonesia,North Sumatra,Langkat,2
2021-07-27,71102,4336000,Indonesia,Bali,,1
2021-07-27,23975,5069127,Indonesia,West Kalimantan,,1
2021-07-27,78859,8851240,Indonesia,South Sulawesi,,1
2021-07-27,54503,14562549,Indonesia,North Sumatra,,1
2021-07-27,,235305,Indonesia,Aceh,Banda Aceh,2
2021-07-27,,310596,Indonesia,Bali,Jembrana,2
2021-07-27,,539314,Indonesia,Bali,Karangasem,2
2021-07-27,,3657701,Indonesia,West Java,Bandung,2
2021-07-27,,845689,Indonesia,West Java,Purwakarta,2
2021-07-27,,949320,Indonesia,East Java,Ponorogo,2
2021-07-27,,972794,Indonesia,Central Java,Boyolali,2
2021-07-27,,861240,Indonesia,Central Java,Karanganyar,2
2021-07-27,,754141,Indonesia,Central Java,Temanggung,2
2021-07-27,,1457090,Indonesia,Central Java,Pemalang,2
2021-07-27,,142382,Indonesia,Riau Islands,Bintan,2
2021-07-27,,205830,Indonesia,South Kalimantan,Hulu Sungai Selatan,2
2021-07-27,,121455,Indonesia,Central Kalimantan,Barito Selatan,2
2021-07-27,,1259289,Indonesia,Lampung,Lampung Selatan,2
2021-07-27,,1105225,Indonesia,Lampung,Lampung Timur,2
2021-07-27,,,Indonesia,Maluku,Kepulauan Aru,2
2021-07-27,,242352,Indonesia,North Maluku,Halmahera Selatan,2
2021-07-27,,,Indonesia,West Papua,Pegunungan Arfak,2
2021-07-27,,625642,Indonesia,Riau,Rokan Hilir,2
2021-07-27,,461636,Indonesia,North Sulawesi,Manado,2
2021-07-27,,513192,Indonesia,West Sumatra,Pesisir Selatan,2
2021-07-27,,,Indonesia,West Sumatra,Solok,2
2021-07-27,,52422,Indonesia,West Sumatra,Padang Panjang,2
2021-07-27,,107898,Indonesia,Southeast Sulawesi,Wakatobi,2
2021-07-27,,33429,Indonesia,Southeast Sulawesi,Konawe Kepulauan,2
2021-07-27,,331013,Indonesia,Southeast Sulawesi,Kendari,2
2021-07-27,,129542,Indonesia,South Sulawesi,Parepare,2
2021-07-27,,182807,Indonesia,South Sumatra,Musi Rawas Utara,2
2021-07-27,,439799,Indonesia,Central Sulawesi,Parigi Moutong,2
2021-07-27,,66020,Indonesia,Central Sulawesi,Banggai Laut,2
2021-07-27,,,Indonesia,North Sumatra,Tapanuli Utara,2
2021-07-27,,,Indonesia,North Sumatra,Labuhan Batu,2
2021-07-27,,422732,Indonesia,Yogyakarta,Yogyakarta City,2
2021-07-27,7347,1202631,Indonesia,Gorontalo,,1
2021-07-27,9555,1255771,Indonesia,North Maluku,,1
2021-07-27,18362,5013687,Indonesia,West Nusa Tenggara,,1
2021-07-27,15626,2704737,Indonesia,Southeast Sulawesi,,1
2021-07-27,7901,1380256,Indonesia,West Sulawesi,,1
2021-07-27,,426505,Indonesia,Aceh,Bireuen,2
2021-07-27,,461062,Indonesia,Bali,Badung,2
2021-07-27,,,Indonesia,Bangka Belitung Islands,Belitung,2
2021-07-27,,165021,Indonesia,Bangka Belitung Islands,Bangka Tengah,2
2021-07-27,,204790,Indonesia,Bengkulu,Seluma,2
2021-07-27,,144418,Indonesia,Bengkulu,Kepahiang,2
2021-07-27,,186262,Indonesia,East Java,Pasuruan,2
2021-07-27,,1781734,Indonesia,Jakarta,North Jakarta,2
2021-07-27,,1273881,Indonesia,Central Java,Klaten,2
2021-07-27,,958606,Indonesia,Central Java,Sragen,2
2021-07-27,,203008,Indonesia,Riau Islands,Tanjung Pinang,2
2021-07-27,,136060,Indonesia,Central Kalimantan,Gunung Mas,2
2021-07-27,,251039,Indonesia,Lampung,Tulang Bawang Barat,2
2021-07-27,,76353,Indonesia,North Maluku,Halmahera Timur,2
2021-07-27,,708236,Indonesia,West Nusa Tenggara,Lombok Barat,2
2021-07-27,,205302,Indonesia,Papua,Puncak Jaya,2
2021-07-27,,39879,Indonesia,West Papua,Teluk Wondama,2
2021-07-27,,115834,Indonesia,North Sulawesi,Minahasa Tenggara,2
2021-07-27,,125608,Indonesia,West Sumatra,Payakumbuh,2
2021-07-27,,1651146,Indonesia,South Sulawesi,Makassar,2
2021-07-27,,1452456,Indonesia,South Sumatra,Palembang,2
2021-07-27,,359350,Indonesia,Central Sulawesi,Palu,2
2021-07-27,,264108,Indonesia,North Sumatra,Tapanuli Selatan,2
2021-07-27,,2114627,Indonesia,North Sumatra,Deli Serdang,2
2021-07-27,798469,10557810,Indonesia,Jakarta,,1
2021-07-27,44547,4244096,Indonesia,South Kalimantan,,1
2021-07-27,,,Indonesia,Bangka Belitung Islands,Bangka,2
2021-07-27,,1401036,Indonesia,Banten,Serang,2
2021-07-27,,141796,Indonesia,Gorontalo,Boalemo,2
2021-07-27,,,Indonesia,East Java,Kediri,2
2021-07-27,,1017838,Indonesia,East Java,Lumajang,2
2021-07-27,,,Indonesia,East Java,Bondowoso,2
2021-07-27,,,Indonesia,East Java,Probolinggo,2
2021-07-27,,1141236,Indonesia,Central Java,Jepara,2
2021-07-27,,1099078,Indonesia,Central Java,Demak,2
2021-07-27,,988708,Indonesia,Central Java,Semarang,2
2021-07-27,,1621384,Indonesia,Central Java,Semarang,2
2021-07-27,,573809,Indonesia,West Kalimantan,Ketapang,2
2021-07-27,,216466,Indonesia,South Kalimantan,Hulu Sungai Utara,2
2021-07-27,,249434,Indonesia,Central Kalimantan,Palangkaraya,2
2021-07-27,,125684,Indonesia,Maluku,Seram Bagian Timur,2
2021-07-27,,48866,Indonesia,North Maluku,Halmahera Tengah,2
2021-07-27,,207283,Indonesia,East Nusa Tenggara,Alor,2
2021-07-27,,311568,Indonesia,East Nusa Tenggara,Sikka,2
2021-07-27,,186998,Indonesia,East Nusa Tenggara,Malaka,2
2021-07-27,,57736,Indonesia,Papua,Keerom,2
2021-07-27,,,Indonesia,Papua,Pegunungan Bintang,2
2021-07-27,,88463,Indonesia,Papua,Intan Jaya,2
2021-07-27,,203703,Indonesia,Riau,Kepulauan Meranti,2
2021-07-27,,,Indonesia,North Sulawesi,Talaud Islands,2
2021-07-27,,236850,Indonesia,South Sulawesi,Enrekang,2
2021-07-27,,715345,Indonesia,South Sumatra,Ogan Komering Ilir,2
2021-07-27,16150,1991838,Indonesia,Bengkulu,,1
2021-07-27,,218007,Indonesia,Aceh,Aceh Tenggara,2
2021-07-27,,93136,Indonesia,Aceh,Gayo Lues,2
2021-07-27,,82981,Indonesia,Aceh,Aceh Jaya,2
2021-07-27,,274031,Indonesia,Bengkulu,Bengkulu Utara,2
2021-07-27,,1200924,Indonesia,West Java,Ciamis,2
2021-07-27,,1030720,Indonesia,West Java,Bogor,2
2021-07-27,,182819,Indonesia,West Java,Banjar,2
2021-07-27,,,Indonesia,East Java,Trenggalek,2
2021-07-27,,,Indonesia,East Java,Mojokerto,2
2021-07-27,,130196,Indonesia,East Java,Mojokerto,2
2021-07-27,,,Indonesia,East Java,Madiun,2
2021-07-27,,2227390,Indonesia,Jakarta,South Jakarta,2
2021-07-27,,2871660,Indonesia,Jakarta,East Jakarta,2
2021-07-27,,1385254,Indonesia,Central Java,Tegal,2
2021-07-27,,205866,Indonesia,West Kalimantan,Sekadau,2
2021-07-27,,403684,Indonesia,Central Kalimantan,Kotawaringin Timur,2
2021-07-27,,150227,Indonesia,Central Kalimantan,Barito Utara,2
2021-07-27,,50651,Indonesia,Central Kalimantan,Sukamara,2
2021-07-27,,203221,Indonesia,Maluku,Seram Bagian Barat,2
2021-07-27,,,Indonesia,North Maluku,Morotai Island,2
2021-07-27,,82158,Indonesia,East Nusa Tenggara,Sumba Tengah,2
2021-07-27,,219438,Indonesia,Papua,Merauke,2
2021-07-27,,303376,Indonesia,Papua,Mimika,2
2021-07-27,,31400,Indonesia,Papua,Waropen,2
2021-07-27,,103373,Indonesia,Papua,Nduga,2
2021-07-27,,70487,Indonesia,North Sulawesi,Kepulauan Siau Tagulandang Biaro,2
2021-07-27,,,Indonesia,Southeast Sulawesi,Buton,2
2021-07-27,,395081,Indonesia,South Sulawesi,Maros,2
2021-07-27,,161952,Indonesia,South Sumatra,Penukal Abab Lematang Ilir,2
2021-07-27,,238400,Indonesia,Central Sulawesi,Poso,2
2021-07-27,,,Indonesia,Central Sulawesi,Morowali,2
2021-07-27,,417473,Indonesia,Yogyakarta,Kulon Progo,2
2021-07-27,3239936,273523621,Indonesia,,,0
2021-07-27,582027,49316712,Indonesia,West Java,,1
2021-07-27,35829,5456203,Indonesia,East Nusa Tenggara,,1
2021-07-27,,186008,Indonesia,Aceh,Aceh Barat,2
2021-07-27,,,Indonesia,Bangka Belitung Islands,Bangka Barat,2
2021-07-27,,123236,Indonesia,Bengkulu,Kaur,2
2021-07-27,,1133671,Indonesia,Banten,Lebak,2
2021-07-27,,122124,Indonesia,Gorontalo,Gorontalo Utara,2
2021-07-27,,,Indonesia,Jambi,Bungo,2
2021-07-27,,2184025,Indonesia,West Java,Garut,2
2021-07-27,,316126,Indonesia,West Java,Cirebon,2
2021-07-27,,,Indonesia,East Java,Magetan,2
2021-07-27,,,Indonesia,East Java,Pamekasan,2
2021-07-27,,,Indonesia,East Java,Sumenep,2
2021-07-27,,1707474,Indonesia,Central Java,Banyumas,2
2021-07-27,,929393,Indonesia,Central Java,Purbalingga,2
2021-07-27,,552118,Indonesia,Central Java,Surakarta,2
2021-07-27,,477764,Indonesia,West Kalimantan,Sanggau,2
2021-07-27,,618388,Indonesia,West Kalimantan,Pontianak,2
2021-07-27,,28833,Indonesia,East Kalimantan,Mahakam Ulu,2
2021-07-27,,305633,Indonesia,South Kalimantan,Tanah Bumbu,2
2021-07-27,,20842,Indonesia,North Kalimantan,Tana Tidung,2
2021-07-27,,249218,Indonesia,East Nusa Tenggara,Manggarai Timur,2
2021-07-27,,,Indonesia,West Papua,Manokwari Selatan,2
2021-07-27,,416313,Indonesia,Riau,Indragiri Hulu,2
2021-07-27,,407057,Indonesia,South Sulawesi,Pinrang,2
2021-07-27,,513180,Indonesia,West Sulawesi,Polewali Mandar,2
2021-07-27,,241173,Indonesia,Central Sulawesi,Sigi,2
2021-07-27,,225544,Indonesia,North Sumatra,Padang Sidempuan,2
2021-07-27,22110,5371532,Indonesia,Aceh,,1
2021-07-27,19289,742245,Indonesia,North Kalimantan,,1
2021-07-27,,215285,Indonesia,Aceh,Aceh Selatan,2
2021-07-27,,204835,Indonesia,Aceh,Aceh Tengah,2
2021-07-27,,152059,Indonesia,Aceh,Bener Meriah,2
2021-07-27,,110380,Indonesia,Bengkulu,Lebong,2
2021-07-27,,305114,Indonesia,Jambi,Batanghari,2
2021-07-27,,101325,Indonesia,Jambi,Sungai Penuh,2
2021-07-27,,5715009,Indonesia,West Java,Bogor,2
2021-07-27,,2436729,Indonesia,West Java,Sukabumi,2
2021-07-27,,1112465,Indonesia,West Java,Kuningan,2
2021-07-27,,1100576,Indonesia,West Java,Sumedang,2
2021-07-27,,,Indonesia,East Java,Ngawi,2
2021-07-27,,,Indonesia,East Java,Sampang,2
2021-07-27,,2970730,Indonesia,East Java,Surabaya,2
2021-07-27,,,Indonesia,Central Java,Purworejo,2
2021-07-27,,275789,Indonesia,Central Java,Tegal,2
2021-07-27,,596669,Indonesia,West Kalimantan,Kubu Raya,2
2021-07-27,,652273,Indonesia,East Kalimantan,Kutai Kartanegara,2
2021-07-27,,405719,Indonesia,Central Kalimantan,Kapuas,2
2021-07-27,,201635,Indonesia,North Kalimantan,Tarakan,2
2021-07-27,,878263,Indonesia,Lampung,Lampung Utara,2
2021-07-27,,634643,Indonesia,Lampung,Tanggamus,2
2021-07-27,,71409,Indonesia,Maluku,Buru Selatan,2
2021-07-27,,372249,Indonesia,Maluku,Ambon,2
2021-07-27,,519078,Indonesia,West Nusa Tenggara,Bima,2
2021-07-27,,408900,Indonesia,West Nusa Tenggara,Mataram,2
2021-07-27,,276839,Indonesia,East Nusa Tenggara,Flores Timur,2
2021-07-27,,,Indonesia,East Nusa Tenggara,Sumba Barat,2
2021-07-27,,138557,Indonesia,East Nusa Tenggara,Rote Ndao,2
2021-07-27,,109436,Indonesia,Papua,Paniai,2
2021-07-27,,610067,Indonesia,Riau,Indragiri Hilir,2
2021-07-27,,360571,Indonesia,Riau,Pelalawan,2
2021-07-27,,230089,Indonesia,West Sumatra,Sijunjung,2
2021-07-27,,518695,Indonesia,West Sumatra,Agam,2
2021-07-27,,253299,Indonesia,West Sumatra,Pasaman,2
2021-07-27,,914970,Indonesia,West Sumatra,Padang,2
2021-07-27,,68602,Indonesia,West Sumatra,Solok,2
2021-07-27,,434731,Indonesia,South Sulawesi,Bulukumba,2
2021-07-27,,746735,Indonesia,South Sulawesi,Gowa,2
2021-07-27,,,Indonesia,South Sulawesi,Bone,2
2021-07-27,,358042,Indonesia,South Sulawesi,Pangkajene Islands,2
2021-07-27,,,Indonesia,South Sulawesi,Luwu,2
2021-07-27,,352845,Indonesia,South Sulawesi,Luwu Utara,2
2021-07-27,,557758,Indonesia,South Sumatra,Muara Enim,2
2021-07-27,,322184,Indonesia,South Sumatra,Empat Lawang,2
2021-07-27,,208225,Indonesia,South Sumatra,Lubuklinggau,2
2021-07-27,,,Indonesia,North Sumatra,Nias,2
2021-07-27,,635362,Indonesia,North Sumatra,Serdang Bedagai,2
2021-07-27,,169786,Indonesia,North Sumatra,Tebing Tinggi,2
2021-07-27,,913407,Indonesia,Yogyakarta,Bantul,2
2021-07-27,,379429,Indonesia,Aceh,Aceh Besar,2
2021-07-27,,211862,Indonesia,Bali,Klungkung,2
2021-07-27,,2237006,Indonesia,Banten,Tangerang,2
2021-07-27,,387543,Indonesia,Banten,Cilegon,2
2021-07-27,,157215,Indonesia,Gorontalo,Bone Bolango,2
2021-07-27,,,Indonesia,East Java,Tulungagung,2
2021-07-27,,2430185,Indonesia,East Java,Jember,2
2021-07-27,,2207600,Indonesia,East Java,Sidoarjo,2
2021-07-27,,612334,Indonesia,Central Java,Rembang,2
2021-07-27,,398562,Indonesia,West Kalimantan,Sintang,2
2021-07-27,,115604,Indonesia,Central Kalimantan,Murung Raya,2
2021-07-27,,71912,Indonesia,North Kalimantan,Malinau,2
2021-07-27,,294636,Indonesia,Lampung,Lampung Barat,2
2021-07-27,,302524,Indonesia,Lampung,Mesuji,2
2021-07-27,,204215,Indonesia,North Maluku,Ternate,2
2021-07-27,,213596,Indonesia,East Nusa Tenggara,Belu,2
2021-07-27,,101086,Indonesia,Papua,Asmat,2
2021-07-27,,,Indonesia,West Papua,Manokwari,2
2021-07-27,,322843,Indonesia,Riau,Kuantan Singingi,2
2021-07-27,,,Indonesia,North Sulawesi,Minahasa,2
2021-07-27,,64801,Indonesia,North Sulawesi,Bolaang Mongondow Selatan,2
2021-07-27,,174479,Indonesia,West Sumatra,Solok Selatan,2
2021-07-27,,133553,Indonesia,Southeast Sulawesi,Bombana,2
2021-07-27,,233894,Indonesia,South Sulawesi,Toraja Utara,2
2021-07-27,,418845,Indonesia,South Sumatra,Lahat,2
2021-07-27,,111412,Indonesia,Central Sulawesi,Banggai Kepulauan,2
2021-07-27,,1038554,Indonesia,North Sumatra,Asahan,2
2021-07-27,,137104,Indonesia,North Sumatra,Gunungsitoli,2
2021-07-27,363143,34718204,Indonesia,Central Java,,1
2021-07-27,67213,5441197,Indonesia,West Sumatra,,1
2021-07-27,,457765,Indonesia,Bali,Tabanan,2
2021-07-27,,323554,Indonesia,Jambi,Tebo,2
2021-07-27,,2054614,Indonesia,West Java,Cirebon,2
2021-07-27,,678027,Indonesia,West Java,Tasikmalaya,2
2021-07-27,,,Indonesia,East Java,Banyuwangi,2
2021-07-27,,,Indonesia,East Java,Lamongan,2
2021-07-27,,1197982,Indonesia,Central Java,Kebumen,2
2021-07-27,,626995,Indonesia,West Kalimantan,Sambas,2
2021-07-27,,234192,Indonesia,West Kalimantan,Kapuas Hulu,2
2021-07-27,,157711,Indonesia,East Kalimantan,Penajam North Paser,2
2021-07-27,,121429,Indonesia,South Kalimantan,Balangan,2
2021-07-27,,241059,Indonesia,Central Kalimantan,Kotawaringin Barat,2
2021-07-27,,125870,Indonesia,North Kalimantan,Bulungan,2
2021-07-27,,472483,Indonesia,Lampung,Way Kanan,2
2021-07-27,,542984,Indonesia,Lampung,Pesawaran,2
2021-07-27,,156216,Indonesia,Lampung,Pesisir Barat,2
2021-07-27,,57723,Indonesia,Maluku,Maluku Barat Daya,2
2021-07-27,,130137,Indonesia,North Maluku,Halmahera Barat,2
2021-07-27,,1279949,Indonesia,West Nusa Tenggara,Lombok Timur,2
2021-07-27,,211051,Indonesia,West Nusa Tenggara,Dompu,2
2021-07-27,,132130,Indonesia,West Nusa Tenggara,Sumbawa Barat,2
2021-07-27,,,Indonesia,East Nusa Tenggara,Manggarai,2
2021-07-27,,253319,Indonesia,East Nusa Tenggara,Manggarai Barat,2
2021-07-27,,309807,Indonesia,Papua,Yahukimo,2
2021-07-27,,,Indonesia,Papua,Puncak,2
2021-07-27,,722328,Indonesia,Riau,Kampar,2
2021-07-27,,855221,Indonesia,Riau,Pekanbaru,2
2021-07-27,,218520,Indonesia,North Sulawesi,Bitung,2
2021-07-27,,96411,Indonesia,North Sulawesi,Tomohon,2
2021-07-27,,61427,Indonesia,West Sumatra,Sawahlunto,2
2021-07-27,,65116,Indonesia,Southeast Sulawesi,Konawe Utara,2
2021-07-27,,475610,Indonesia,South Sulawesi,Wajo,2
2021-07-27,,317691,Indonesia,South Sulawesi,Sidenreng Rappang,2
2021-07-27,,107452,Indonesia,Central Sulawesi,Morowali Utara,2
2021-07-27,,,Indonesia,North Sumatra,Simalungun,2
2021-07-27,,346764,Indonesia,North Sumatra,Batubara,2
2021-07-27,,144011,Indonesia,North Sumatra,Nias Utara,2
2021-07-27,,94971,Indonesia,North Sumatra,Sibolga,2
2021-07-27,,87558,Indonesia,Aceh,Simeulue,2
2021-07-27,,281756,Indonesia,Aceh,Aceh Tamiang,2
2021-07-27,,78801,Indonesia,Aceh,Subulussalam,2
2021-07-27,,485377,Indonesia,Bali,Gianyar,2
2021-07-27,,834881,Indonesia,Bali,Denpasar,2
2021-07-27,,268569,Indonesia,Bengkulu,Rejang Lebong,2
2021-07-27,,3584770,Indonesia,Banten,Tangerang,2
2021-07-27,,,Indonesia,East Java,Pasuruan,2
2021-07-27,,,Indonesia,East Java,Tuban,2
2021-07-27,,2529126,Indonesia,Jakarta,West Jakarta,2
2021-07-27,,983682,Indonesia,Central Java,Banjarnegara,2
2021-07-27,,845760,Indonesia,Central Java,Wonosobo,2
2021-07-27,,1041557,Indonesia,Central Java,Wonogiri,2
